Date,QQQ
2000-11-30,-0.22910662442810525
2000-12-31,-0.07318273340290071
2001-01-31,0.10149917528881103
2001-02-28,-0.2620531319676561
2001-03-31,-0.17492096073687746
2001-04-30,0.17880019241480571
2001-05-31,-0.03076941851003412
2001-06-30,0.021685873476391615
2001-07-31,-0.08621440102529976
2001-08-31,-0.12284507172934778
2001-09-30,-0.2088453162792957
2001-10-31,0.1697716989179643
2001-11-30,0.16961656788549462
2001-12-31,-0.01866261327719132
2002-01-31,-0.010280681704365136
2002-02-28,-0.1228253310789531
2002-03-31,0.0674956144635841
2002-04-30,-0.12007734157000693
2002-05-31,-0.05326168702228129
2002-06-30,-0.13115856083825717
2002-07-31,-0.08620755727301821
2002-08-31,-0.015093778607452979
2002-09-30,-0.11792290251694704
2002-10-31,0.18484576154652022
2002-11-30,0.12912450035634926
2002-12-31,-0.12085141441622571
2003-01-31,0.0028725891710339457
2003-02-28,0.029459984620051394
2003-03-31,0.0035763888142763545
2003-04-30,0.08712941458603063
2003-05-31,0.08524546332797289
2003-06-30,0.005371476388847718
2003-07-31,0.06176947011630718
2003-08-31,0.05000007792367134
2003-09-30,-0.029051089453804302
2003-10-31,0.08513322044801552
2003-11-30,0.005685351672557681
2003-12-31,0.03092822955296093
2004-01-31,0.01673037050130466
2004-02-29,-0.013487913537785334
2004-03-31,-0.01996184894267483
2004-04-30,-0.029854872409799116
2004-05-31,0.05119311953862571
2004-06-30,0.03255816589797633
2004-07-31,-0.07551640090096812
2004-08-31,-0.02493592082774143
2004-09-30,0.032922630326122526
2004-10-31,0.05008509695618901
2004-11-30,0.06016235335844389
2004-12-31,0.030223357599528988
2005-01-31,-0.06312566880296222
2005-02-28,-0.0048131999296033845
2005-03-31,-0.017463807458917513
2005-04-30,-0.043478361638181307
2005-05-31,0.0886223558713144
2005-06-30,-0.03324597755763703
2005-07-31,0.07612834883347963
2005-08-31,-0.015158865013439105
2005-09-30,0.012313708819626124
2005-10-31,-0.014952306247483449
2005-11-30,0.06097289009607176
2005-12-31,-0.017762361732722942
2006-01-31,0.03934628493569203
2006-02-28,-0.021428399785783703
2006-03-31,0.020910839935288417
2006-04-30,-0.0019080452925257507
2006-05-31,-0.07240142684247408
2006-06-30,-0.0006159711640344456
2006-07-31,-0.0430745850912273
2006-08-31,0.04770886142755715
2006-09-30,0.04639581054997377
2006-10-31,0.04747838519979353
2006-11-30,0.03428836786243461
2006-12-31,-0.018787581763226147
2007-01-31,0.021084009799313685
2007-02-28,-0.016791380627087626
2007-03-31,0.005248968249454755
2007-04-30,0.05582379968060325
2007-05-31,0.03154925690037591
2007-06-30,0.004792268393936094
2007-07-31,-0.001470636912140444
2007-08-31,0.028192205011328797
2007-09-30,0.05252172719199533
2007-10-31,0.07041468470390089
2007-11-30,-0.0675996750606126
2007-12-31,-0.0007132202744566385
2008-01-31,-0.1188993850436395
2008-02-29,-0.048304329396960055
2008-03-31,0.01872289333884103
2008-04-30,0.07982630432837401
2008-05-31,0.05930967169127932
2008-06-30,-0.09615056921772669
2008-07-31,0.006419808657056381
2008-08-31,0.014518474431866268
2008-09-30,-0.15576284199272428
2008-10-31,-0.1547156127151843
2008-11-30,-0.11462487076251193
2008-12-31,0.02277444876000767
2009-01-31,-0.02286477285866584
2009-02-28,-0.05264982429048781
2009-03-31,0.10316509729386358
2009-04-30,0.13060693312487603
2009-05-31,0.03208884334187845
2009-06-30,0.02952887778548363
2009-07-31,0.08438730754960488
2009-08-31,0.01470198564946057
2009-09-30,0.05647964817956197
2009-10-31,-0.030532539587378782
2009-11-30,0.06347666926767359
2009-12-31,0.05202799582740947
2010-01-31,-0.06469911788591232
2010-02-28,0.04603842776134681
